proteinID,domainID,domainDescription,domainStart,domainEnd
K0E2Y0,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,23,287
K0QY94,PF04191,Phospholipid methyltransferase,214,295
K0RCM3,PF14312,FG-GAP repeat,516,564
K0RXK8,mobidb-lite,disorder_prediction,1,30
K0RZC6,PF08238,Sel1-like repeat,2,22
K0S4Z5,mobidb-lite,disorder_prediction,38,64
K0SP47,PF12854,Pentatricopeptide repeat,249,278
K0T0L7,PF08238,Sel1-like repeat,172,207
K0T2Z9,PF08238,Sel1-like repeat,186,219
K0TJD8,mobidb-lite,disorder_prediction,215,276
K1PP66,mobidb-lite,disorder_prediction,126,146
K1PQ68,PF00335,Tetraspanin/Peripherin,103,237
K1PQJ1,PF14932,HAUS augmin-like complex subunit 3 N-terminal,28,90
K1PSY8,PF00084,Sushi/SCR/CCP domain,170,210
K1PWY7,PF02210,Laminin G domain,1,95
K1Q3S2,PF00071,Small GTPase superfamily,8,168
K1Q892,PF00147,Fibrinogen alpha/beta/gamma chain C-terminal globular domain,302,347
K1Q9R8,mobidb-lite,disorder_prediction,479,503
K1QJL0,PF16739,Caspase recruitment domain,28,113
K1QL05,PF00431,CUB domain,283,396
K1QNV6,CoiledCoil,Tropomyosin OS=Crassostrea gigas GN=CGI_10013164 PE=3 SV=1,9,30
K1QX19,PF01643,Acyl-ACP thioesterase,288,426
K1R9Z0,PF01344,Kelch repeat type 1,446,489
K1RAN6,mobidb-lite,disorder_prediction,1089,1171
K1RD74,CoiledCoil,Tetratricopeptide repeat protein 28 OS=Crassostrea gigas GN=CGI_10025068 PE=4 SV=1,2428,2449
K1REI6,PF02752,Arrestin C-terminal-like domain,181,286
K1RMU7,PF12796,Ankyrin repeat-containing domain,74,168
K1RQE4,PF00439,Bromodomain,186,232
K1RTN3,PF03662,Glycoside hydrolase family 79,71,278
K1RVK9,PF00041,Fibronectin type III,1624,1705
K3XE05,mobidb-lite,disorder_prediction,176,203
K3XLX7,PF00046,Homeobox domain,12,72
K3XXZ1,PF01095,Pectinesterase catalytic,60,338
K3XY62,PF00076,RNA recognition motif domain,21,76
K3XYY9,PF05368,NmrA-like domain,5,242
K3Y1K6,PF00067,Cytochrome P450,43,501
K3YCF8,mobidb-lite,disorder_prediction,13,115
K3YJ27,PF00076,RNA recognition motif domain,77,143
K3YQF2,mobidb-lite,disorder_prediction,406,451
K3Z4M2,PF00933,Glycoside hydrolase family 3 N-terminal,29,361
K3ZJI7,PF00271,Helicase C-terminal,89,192
K3ZQ49,mobidb-lite,disorder_prediction,1151,1203
K3ZRH6,mobidb-lite,disorder_prediction,346,365
K4A0R5,PF12776,Myb/SANT-like domain,176,270
K4A3D9,mobidb-lite,disorder_prediction,672,724
K4A515,PF00690,Cation-transporting P-type ATPase N-terminal,141,208
K4A520,mobidb-lite,disorder_prediction,1,37
K4APM0,PF13041,Pentatricopeptide repeat,139,188
K4AVP6,PF00804,Syntaxin N-terminal domain,6,187
K4AZ19,PF16418,CCR4-NOT transcription complex subunit 1 HEAT repeat,475,590
K4B064,PF10273,Pre-rRNA-processing protein TSR2,1,64
K4B5S9,mobidb-lite,disorder_prediction,738,761
K4B7T2,PF13041,Pentatricopeptide repeat,619,666
K4BBD7,PF14380,Wall-associated receptor kinase C-terminal,162,236
K4BG52,PF00205,Thiamine pyrophosphate enzyme central domain,279,411
K4BL70,CoiledCoil,Formin-like protein OS=Solanum lycopersicum PE=3 SV=1,484,505
K4BRE9,CoiledCoil,Uncharacterized protein OS=Solanum lycopersicum PE=3 SV=1,793,814
K4BU47,PF00342,Phosphoglucose isomerase (PGI),478,538
K4BUR9,PF00400,WD40 repeat,292,331
K4C662,mobidb-lite,disorder_prediction,37,58
K4C7K1,PF10517,DM13 domain,47,144
K4CGW5,PF01535,Pentatricopeptide repeat,523,549
K4CJS9,PF13041,Pentatricopeptide repeat,75,124
K4CTL7,PF02136,Nuclear transport factor 2,13,129
K4DCL5,PF11721,Malectin,169,311
K4EJN6,PF10401,Interferon regulatory factor-3,5,150
K4FBI9,PF02788,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,16,136
K4GLP2,PF00318,Ribosomal protein S2,19,111
K4HBV6,PF00179,Ubiquitin-conjugating enzyme E2,2,58
K4HH23,PF07679,Immunoglobulin I-set,4,46
K4K5C6,PF02419,Photosystem II PsbL,3,38
K4KHQ3,PF05151,Photosystem II PsbM,1,31
K4KRN0,PF01701,Photosystem I PsaJ reaction centre subunit IX,1,37
K4MJU9,PF00105,Zinc finger nuclear hormone receptor-type,54,122
K7ASA5,PF00435,Spectrin repeat,4406,4506
K7BL27,CoiledCoil,RAD50 homolog OS=Pan troglodytes GN=RAD50 PE=2 SV=1,450,471
K7BNS6,mobidb-lite,disorder_prediction,335,372
K7C8Q5,PF04756,Oligosaccharyl transferase complex subunit OST3/OST6,73,200
K7CSG7,PF00200,Disintegrin domain,430,501
K7DSY7,CoiledCoil,Anillin actin binding protein OS=Pan troglodytes GN=ANLN PE=2 SV=1,574,602
K7E154,PF00681,Plectin repeat,1470,1510
K7EAA0,PF02171,Piwi domain,1,106
K7EG19,PF04756,Oligosaccharyl transferase complex subunit OST3/OST6,1,48
K7EPB5,PF00076,RNA recognition motif domain,41,76
K7ET61,PF09790,Hyccin,23,329
K7F2L6,PF03736,Leucine-rich glioma-inactivated  EPTP repeat,466,507
K7F559,mobidb-lite,disorder_prediction,81,180
K7F7G9,PF00643,B-box-type zinc finger,20,57
K7FEZ2,PF06371,Formin GTPase-binding domain,48,230
K7FNZ7,mobidb-lite,disorder_prediction,628,789
K7FPW4,PF00241,Actin-depolymerising factor homology domain,26,130
K7FQL0,PF00293,NUDIX hydrolase domain,47,157
K7FQT6,PF13918,PLD-like domain,149,324
K7FX36,mobidb-lite,disorder_prediction,194,286
K7FYQ8,PF00341,PDGF/VEGF domain,101,184
K7FZF2,mobidb-lite,disorder_prediction,812,838
K7G2Y7,mobidb-lite,disorder_prediction,55,154
K7G3N3,PF12661,EGF-like conserved site,113,130
K7G649,PF07654,Immunoglobulin C1-set,115,207
K7G810,PF12661,EGF-like conserved site,1161,1182
K7GA81,PF00676,Dehydrogenase E1 component,176,411
K7GDA6,mobidb-lite,disorder_prediction,23,49
K7GRI2,PF00443,Peptidase C19 ubiquitin carboxyl-terminal hydrolase,39,72
K7H7K7,PF00084,Sushi/SCR/CCP domain,259,315
K7HEF3,PF00505,High mobility group box domain,93,143
K7HKL6,PF05602,Cleft lip and palate transmembrane 1,2,191
K7HZU0,PF00176,SNF2-related N-terminal domain,1,195
K7INM6,mobidb-lite,disorder_prediction,781,800
K7IZF7,PF09728,Taxilin family,50,357
K7J2U5,mobidb-lite,disorder_prediction,339,377
K7J4F4,LowComplexity,Uncharacterized protein OS=Nasonia vitripennis PE=4 SV=1,317,331
K7J703,PF02928,Zinc finger C5HC2-type,1766,1820
K7JUG6,PF12872,OST-HTH/LOTUS domain,233,290
K7JZU1,PF02949,Olfactory receptor insect,91,264
K7K183,PF14829,Glycerol-3-phosphate O-acyltransferase alpha helical bundle N-terminal,94,169
K7KBK3,PF03106,WRKY domain,311,368
K7KC16,PF03931,SKP1 component POZ domain,6,68
K7KD18,PF07714,Serine-threonine/tyrosine-protein kinase catalytic domain,495,773
K7KDU6,PF00122,P-type ATPase A  domain,251,393
K7KHE0,PF14767,RPA-interacting protein central domain,69,146
K7KQ94,PF00072,Signal transduction response regulator receiver domain,1,57
K7KUK4,mobidb-lite,disorder_prediction,1500,1522
K7KUT8,PF13374,Tetratricopeptide-like helical domain,400,434
K7KWG9,PF10551,MULE transposase domain,246,334
K7LAY4,PF00076,RNA recognition motif domain,20,55
K7LET2,PF01171,tRNA(Ile)-lysidine/2-thiocytidine synthase N-terminal,1,195
K7LVZ6,PF08276,PAN/Apple domain,331,388
K7LYR5,PF00860,Xanthine/uracil/vitamin C permease,65,288
K7M3T0,mobidb-lite,disorder_prediction,786,819
K7M4X5,PF07714,Serine-threonine/tyrosine-protein kinase catalytic domain,56,323
K7MW33,PF01535,Pentatricopeptide repeat,90,116
K7N3V8,PF00139,Legume lectin domain,142,195
K7NB52,PF00115,Cytochrome c oxidase subunit I,2,219
K7NU38,PF00115,Cytochrome c oxidase subunit I,1,221
K7NUX2,PF00016,Ribulose bisphosphate carboxylase large subunit C-terminal,145,184
K7NVC3,PF00115,Cytochrome c oxidase subunit I,1,200
K7T4A7,PF00115,Cytochrome c oxidase subunit I,2,219
K7TX32,PF00201,UDP-glucuronosyl/UDP-glucosyltransferase,283,406
K7UTH3,PF06972,GBF-interacting protein 1,15,73
K7V9M9,LowComplexity,Putative transmembrane protein kinase family protein OS=Zea mays GN=ZEAMMB73_Zm00001d011912 PE=3 SV=1,12,28
K7WNS4,PF00115,Cytochrome c oxidase subunit I,1,113
K7WQB4,PF00033,Cytochrome b/b6 N-terminal,19,204
K7WT53,PF00115,Cytochrome c oxidase subunit I,2,219
K7X0R1,mobidb-lite,disorder_prediction,28,120
K7ZWN3,PF02116,GPCR fungal pheromone mating factor STE2,38,315
K8E8T8,PF00626,Gelsolin-like domain,683,769
K8E9Y3,mobidb-lite,disorder_prediction,1,36
K8EFR9,PF00400,WD40 repeat,522,552
K8EL38,mobidb-lite,disorder_prediction,247,275
K8EMD8,PF00462,Glutaredoxin,124,180
K8ENA0,PF02037,SAP domain,21,55
K8F3H1,PF14312,FG-GAP repeat,13370,13407
K8FEG4,mobidb-lite,disorder_prediction,1731,1757
K9IL79,PF00884,Sulfatase N-terminal,43,380
K9IQN6,mobidb-lite,disorder_prediction,2079,2204
K9IRK9,PF01476,LysM domain,72,101
K9IUC6,mobidb-lite,disorder_prediction,107,127
K9IW23,mobidb-lite,disorder_prediction,2631,2650
K9IYF0,PF00525,Alpha-crystallin N-terminal,5,60
K9IYZ1,PF01926,GTP binding domain,363,416
K9J303,PF14596,STAT6 C-terminal,655,846
K9J3P7,PF12202,Serine/threonine-protein kinase OSR1/WNK CCT domain,452,488
K9JFV0,PF00125,Histone H2A/H2B/H3,2,109
K9K7Y6,PF00033,Cytochrome b/b6 N-terminal,13,196
K9K9I5,CoiledCoil,Early endosome antigen 1-like protein (Fragment) OS=Equus caballus PE=2 SV=1,159,187
K9KCT5,PF15346,Arginine and glutamate-rich protein 1,1,75
K9KFT5,PF00400,WD40 repeat,1,39
K9KWH5,PF00115,Cytochrome c oxidase subunit I,2,197
K9LM56,PF10591,SPARC/Testican calcium-binding domain,59,183
K9MQC6,PF00115,Cytochrome c oxidase subunit I,3,155
K9MTZ9,PF00119,ATP synthase F0 complex subunit A,15,223
K9N516,PF00125,Histone H2A/H2B/H3,2,107
K9S1T2,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,115,416
L0AP42,PF00115,Cytochrome c oxidase subunit I,2,219
L0BDT6,PF00976,Pro-opiomelanocortin/corticotropin ACTH central region,57,76
L0N737,PF00067,Cytochrome P450,57,504
L5JQ80,PF00168,C2 domain,1880,1953
L5JRR5,mobidb-lite,disorder_prediction,91,110
L5JSH4,CoiledCoil,Golgin subfamily A member 5 OS=Pteropus alecto GN=PAL_GLEAN10020782 PE=4 SV=1,348,376
L5JVA7,PF08266,Cadherin N-terminal,32,112
L5JY97,mobidb-lite,disorder_prediction,27,62
L5JYJ4,PF10247,Romo1/Mgr2,14,79
L5K265,PF01344,Kelch repeat type 1,414,458
L5K9T9,mobidb-lite,disorder_prediction,517,542
L5KB29,mobidb-lite,disorder_prediction,774,818
L5KGW7,PF02781,Glucose-6-phosphate dehydrogenase C-terminal,1,244
L5KQZ0,mobidb-lite,disorder_prediction,321,386
L5KR53,PF00194,Alpha carbonic anhydrase,39,150
L5KWV8,PF10613,Ionotropic glutamate receptor L-glutamate and glycine-binding domain,404,517
L5KYD8,PF01399,Proteasome component (PCI) domain,209,307
L5KZ95,PF03137,Organic anion transporter polypeptide OATP,211,493
L5L3U1,PF00046,Homeobox domain,159,215
L5LAA9,mobidb-lite,disorder_prediction,823,844
L5LHY0,mobidb-lite,disorder_prediction,332,386
L5LMP4,PF01655,Ribosomal protein L32e,17,124
L5LP26,PF05891,Alpha-N-methyltransferase NTM1,66,277
L5LU93,PF00919,Methylthiotransferase N-terminal,103,206
L5LWJ8,mobidb-lite,disorder_prediction,319,372
L5M0U0,mobidb-lite,disorder_prediction,211,234
L5M1V6,PF00053,Laminin EGF domain,1211,1259
L5M2I0,PF09409,PUB domain,72,140
L5M568,PF00658,Polyadenylate-binding protein/Hyperplastic disc protein,477,543
L5MH90,PF00089,Serine proteases trypsin domain,164,325
L7JR44,PF11346,Protein of unknown function DUF3149,7,35
L7LR61,PF08781,Transcription factor DP C-terminal,273,410
L7LWV3,PF00271,Helicase C-terminal,328,435
L7M2M0,PF00400,WD40 repeat,16,49
L7M3E5,PF02936,Cytochrome c oxidase subunit IV family,43,179
L7M5D8,mobidb-lite,disorder_prediction,145,187
L7M5X0,PF00675,Peptidase M16 N-terminal,186,300
L7M716,mobidb-lite,disorder_prediction,162,192
L7M746,PF00611,FCH domain,1,65
L7M8Z7,mobidb-lite,disorder_prediction,326,358
L7MHF5,mobidb-lite,disorder_prediction,794,859
L7MLZ5,PF01066,CDP-alcohol phosphatidyltransferase,40,113
L7MP59,PF00115,Cytochrome c oxidase subunit I,1,216
L7MQ32,PF00115,Cytochrome c oxidase subunit I,1,219
L7MQT1,PF00115,Cytochrome c oxidase subunit I,1,219
L7N175,PF00801,PKD domain,463,523
L7N378,mobidb-lite,disorder_prediction,575,604
L7NHY9,PF00115,Cytochrome c oxidase subunit I,1,221
L7Q213,PF00252,Ribosomal protein L10e/L16,6,159
L7QMJ2,PF00988,Carbamoyl-phosphate synthase small subunit N-terminal domain,1,98
L7QRV0,PF00282,Pyridoxal phosphate-dependent decarboxylase,1,108
L7QS90,PF00988,Carbamoyl-phosphate synthase small subunit N-terminal domain,1,98
L7R2A7,PF03952,Enolase N-terminal,3,107
L7RD40,CoiledCoil,Brain-derived neurotrophic factor (Fragment) OS=Kaloula picta GN=BDNF PE=3 SV=1,58,79
L7REC2,PF00243,Nerve growth factor-related,128,223
L7RH67,CoiledCoil,Brain-derived neurotrophic factor (Fragment) OS=Ptychadena anchietae GN=BDNF PE=3 SV=1,58,79
L7RRX8,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,1,256
L7S084,PF00415,Regulator of chromosome condensation RCC1,58,127
L7S5N7,PF00243,Nerve growth factor-related,120,223
L7T3L1,PF00147,Fibrinogen alpha/beta/gamma chain C-terminal globular domain,2,107
L8AZG5,PF00499,NADH:ubiquinone/plastoquinone oxidoreductase chain 6,16,160
L8AZQ9,PF00662,NADH-Ubiquinone oxidoreductase (complex I) chain 5 N-terminal,69,124
L8BSB3,PF00115,Cytochrome c oxidase subunit I,2,219
L8HPK5,PF00125,Histone H2A/H2B/H3,47,113
L8HQ11,CoiledCoil,Laminin subunit beta-2 OS=Bos mutus GN=M91_16965 PE=4 SV=1,1584,1622
L8HR90,PF01591,6-phosphofructo-2-kinase,36,250
L8HT60,PF00042,Globin,23,127
L8HUX5,mobidb-lite,disorder_prediction,172,247
L8HWH5,PF01266,FAD dependent oxidoreductase,71,437
L8HX11,PF00307,Calponin homology domain,250,354
L8HXY5,PF00538,Linker histone H1/H5 domain H15,41,111
L8I1A1,PF13306,Leucine rich repeat 5,16,89
L8I2X6,PF00029,Connexin N-terminal,2,254
L8I8R9,PF07714,Serine-threonine/tyrosine-protein kinase catalytic domain,402,650
L8I9L8,PF00400,WD40 repeat,187,217
L8IDT6,mobidb-lite,disorder_prediction,538,577
L8INJ3,CoiledCoil,Proteasome endopeptidase complex (Fragment) OS=Bos mutus GN=M91_18950 PE=3 SV=1,193,214
L8INL8,mobidb-lite,disorder_prediction,1,21
L8INX0,mobidb-lite,disorder_prediction,1,109
L8IQ73,PF07039,SGF29 tudor-like domain,161,293
L8ITZ1,mobidb-lite,disorder_prediction,175,234
L8IVH1,mobidb-lite,disorder_prediction,168,187
L8IZJ0,PF03874,RNA polymerase II Rpb4,7,127
L8J4T3,mobidb-lite,disorder_prediction,512,554
L8XZ24,mobidb-lite,disorder_prediction,550,579
L8Y8R5,PF04505,CD225/Dispanin family,34,100
L8Y9J0,LowComplexity,Peroxisome proliferator-activated receptor gamma coactivator-related protein 1 OS=Tupaia chinensis GN=TREES_T100016503 PE=4 SV=1,1423,1445
L8YGR1,PF00003,GPCR family 3 C-terminal,624,859
L9J9E4,mobidb-lite,disorder_prediction,692,819
L9JKV8,PF00405,Transferrin-like domain,470,571
L9KTF8,PF00069,Protein kinase domain,24,95
L9L1G7,PF14604,SH3 domain,734,780
L9LAI1,mobidb-lite,disorder_prediction,23,44
L9LBD0,PF00041,Fibronectin type III,452,533
L9LCY1,PF01965,DJ-1/PfpI,2,102
M0ZT44,PF00076,RNA recognition motif domain,90,141
M1A4Z4,mobidb-lite,disorder_prediction,706,741
M1A518,PF00561,Alpha/beta hydrolase fold-1,197,303
M1AHP4,PF12854,Pentatricopeptide repeat,398,429
M1AIS5,PF01593,Amine oxidase,121,310
M1AKR9,PF13041,Pentatricopeptide repeat,244,293
M1AYP4,PF16770,BRCT domain,10,78
M1B877,PF01535,Pentatricopeptide repeat,344,370
M1BA88,PF04739,Association with the SNF1 complex (ASC) domain,41,110
M1BD51,PF01458,SUF system FeS cluster assembly SufBD,169,402
M1BDL7,PF00931,NB-ARC,6,72
M1C5A4,PF00833,Ribosomal protein S17e,1,116
M1C8P4,PF03109,UbiB domain,119,238
M1CA52,PF00069,Protein kinase domain,17,269
M1CBV2,mobidb-lite,disorder_prediction,503,538
M1CQN3,PF04832,SOUL haem-binding protein,148,209
M1D5T9,PF13639,Zinc finger RING-type,194,235
M1D7A5,PF14299,Phloem protein 2-like,97,263
M1DI71,PF00319,Transcription factor MADS-box,10,52
M1DST7,PF03478,Domain unknown function DUF295,203,260
M1H9E3,PF00041,Fibronectin type III,914,997
M1JDV1,PF03953,Tubulin/FtsZ 2-layer sandwich domain,62,112
M1VAX5,PF01824,Maturase MatK N-terminal domain,1,191
M2WUG0,PF08264,Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase anticodon-binding,772,925
M2X2N6,PF14392,Zinc knuckle CX2CX4HX4C,186,201
M2Y4X5,PF00400,WD40 repeat,283,316
M2Y6P7,mobidb-lite,disorder_prediction,109,129
M3VVY7,PF10409,Tensin phosphatase C2 domain,180,305
M3VW61,PF08474,Myelin transcription factor 1,579,752
M3W1L2,mobidb-lite,disorder_prediction,1106,1152
M3W6E1,mobidb-lite,disorder_prediction,411,431
M3W858,PF00378,Crotonase superfamily,55,298
M3WD97,mobidb-lite,disorder_prediction,838,880
M3WH39,PF00076,RNA recognition motif domain,31,91
M3WKM8,mobidb-lite,disorder_prediction,85,123
M3WLN5,PF07645,EGF-like calcium-binding domain,1864,1903
M3WSK6,PF12796,Ankyrin repeat-containing domain,140,198
M3WUF3,PF00076,RNA recognition motif domain,244,305
M3WW83,PF00640,PTB/PI domain,19,141
M3WWH0,mobidb-lite,disorder_prediction,473,525
M3X0T7,PF07686,Immunoglobulin V-set domain,5,106
M3X3G1,PF00091,Tubulin/FtsZ GTPase domain,37,247
M3X3P7,mobidb-lite,disorder_prediction,192,242
M3XGR3,PF12310,Transcription factor Elf N-terminal,19,45
M3XHY4,mobidb-lite,disorder_prediction,909,966
M3XJK9,PF12661,EGF-like conserved site,116,133
M3XKA2,mobidb-lite,disorder_prediction,372,422
M3ZFB1,PF00909,Ammonium transporter AmtB-like domain,67,438
M3ZI65,PF05624,LISCH7,163,210
M3ZMS1,PF09457,Rab-binding domain FIP-RBD,562,602
M3ZVF3,PF00100,Zona pellucida domain,177,434
M3ZX96,PF00093,VWFC domain,721,773
M4A378,mobidb-lite,disorder_prediction,651,729
M4A4J6,PF00435,Spectrin repeat,4108,4205
M4A6A6,PF00092,von Willebrand factor type A,36,198
M4AE73,PF03357,Snf7 family,20,181
M4AGB1,PF00569,Zinc finger ZZ-type,527,568
M4AQ09,PF00435,Spectrin repeat,5976,6078
M4ARS5,PF00097,Zinc finger C3HC4 RING-type,11,53
M4ASZ3,PF16794,Fibronectin type III,667,766
M4AV74,CoiledCoil,Uncharacterized protein OS=Xiphophorus maculatus GN=CIT PE=3 SV=1,1055,1093
M4H2T8,PF01701,Photosystem I PsaJ reaction centre subunit IX,1,37
M4HY80,PF00110,Wnt,1,121
M4I1V2,PF00033,Cytochrome b/b6 N-terminal,6,189
M4ISA2,PF00091,Tubulin/FtsZ GTPase domain,1,207
M4IZZ2,PF12171,Zinc finger double-stranded RNA binding,307,331
M4JDZ5,PF00115,Cytochrome c oxidase subunit I,1,203
M4M1M3,PF01824,Maturase MatK N-terminal domain,1,187
M4TAF6,PF13206,Trypanosome variant surface glycoprotein B-type N-terminal domain,11,368
M5FQ92,PF02109,DAD/Ost2,21,127
M5FRD4,mobidb-lite,disorder_prediction,39,71
M5FUZ1,PF13516,Leucine-rich repeat,354,376
M5G4J1,mobidb-lite,disorder_prediction,1,42
M5G8Q0,mobidb-lite,disorder_prediction,859,880
M5VZM0,PF00504,Chlorophyll A-B binding protein,58,212
M5W165,PF00069,Protein kinase domain,173,435
M5W3G6,PF02892,Zinc finger BED-type,12,60
M5W761,PF03168,Late embryogenesis abundant protein LEA-14,113,210
M5W8M0,PF03650,Mitochondrial pyruvate carrier,113,200
M5WG79,PF00750,Arginine-tRNA ligase,111,460
M5WGV1,PF00612,IQ motif EF-hand binding site,147,161
M5WJT9,PF01535,Pentatricopeptide repeat,753,781
M5WMX7,PF00443,Peptidase C19 ubiquitin carboxyl-terminal hydrolase,235,560
M5WQJ8,PF13802,Glycoside hydrolase family 31 N-terminal domain,87,152
M5WQY4,PF01344,Kelch repeat type 1,185,226
M5X4X6,PF07714,Serine-threonine/tyrosine-protein kinase catalytic domain,471,668
M5XKF3,PF13234,rRNA-processing arch domain,562,767
M5XYQ7,mobidb-lite,disorder_prediction,1,26
M7ANY3,PF00002,GPCR family 2 secretin-like,127,291
M7AZP5,PF00443,Peptidase C19 ubiquitin carboxyl-terminal hydrolase,464,915
M7B504,PF08127,Peptidase C1A propeptide,26,63
M7B9G8,PF00071,Small GTPase superfamily,131,182
M7BBR3,mobidb-lite,disorder_prediction,778,803
M7BC59,PF04970,LRAT-like domain,628,746
M7BTW9,PF00112,Peptidase C1A papain C-terminal,120,199
M7BYE6,PF01391,Collagen triple helix repeat,120,160
M7C3X4,PF02140,D-galactoside/L-rhamnose binding SUEL lectin domain,49,131
M7CET2,PF02460,Protein patched/dispatched,1072,1272
M7YE96,PF00433,Protein kinase C-terminal,389,433
M7YLW6,PF00141,Haem peroxidase plant/fungal/bacterial,40,281
M7YRZ6,mobidb-lite,disorder_prediction,934,954
M7Z701,PF00069,Protein kinase domain,43,210
M7Z8I7,PF01554,Multi antimicrobial extrusion protein,57,106
M8AF95,PF13041,Pentatricopeptide repeat,188,237
M8AK36,PF04578,Protein of unknown function DUF594,701,755
M8ANB1,PF05460,Origin recognition complex subunit 6,50,120
M8ARJ2,PF00076,RNA recognition motif domain,26,94
M8B4S3,PF13225,Domain of unknown function DUF4033,154,217
M8BBJ2,mobidb-lite,disorder_prediction,1,23
M8BKQ8,PF00082,Peptidase S8/S53 domain,1,47
M8BLF0,PF03105,SPX domain,103,145
M8BMR2,PF06507,Auxin response factor,376,459
M8BT72,PF06839,Zinc finger GRF-type,4,30
M8BTU9,PF00069,Protein kinase domain,630,736
M8C0D5,PF13532,Alpha-ketoglutarate-dependent dioxygenase AlkB-like,117,337
M8C3H1,PF14299,Phloem protein 2-like,91,242
M8C9Z1,PF00232,Glycoside hydrolase family 1,50,535
M8CFR4,PF13041,Pentatricopeptide repeat,540,588
M9MSM5,mobidb-lite,disorder_prediction,1336,1400
M9NKP0,PF00115,Cytochrome c oxidase subunit I,1,221
M9NPG1,PF13855,Leucine-rich repeat,228,272
M9NYA4,PF00115,Cytochrome c oxidase subunit I,1,208
M9PAH2,PF00969,MHC class II beta chain N-terminal,9,81
M9PBJ0,PF06582,Protein of unknown function DUF1136,1922,1947
M9PRR3,PF02874,ATPase F1/V1/A1 complex alpha/beta subunit N-terminal domain,11,78
M9R0V4,mobidb-lite,disorder_prediction,1,111
M9TIZ6,mobidb-lite,disorder_prediction,351,392
M9V7G7,PF00016,Ribulose bisphosphate carboxylase large subunit C-terminal,146,221
M9ZLT1,PF12796,Ankyrin repeat-containing domain,3,67
M9ZMG9,PF13631,Cytochrome b/b6 N-terminal,1,105
N0DW85,PF00115,Cytochrome c oxidase subunit I,3,151
N1QXI2,mobidb-lite,disorder_prediction,1,30
N6SX45,mobidb-lite,disorder_prediction,154,185
N6T559,PF01399,Proteasome component (PCI) domain,339,440
N6TNN5,PF12146,Serine aminopeptidase S33,114,233
